String	Entity			
I think you don't understand.I am using weather api to get real time weather of any location.Your program just prints the elements of json file .	json			
"I think you have mis-read the output. There are 2 lines of output. 1) the debug line [that I have just commented out] and 2) the result of ,obj.weather.get(idx).description, which just prints ""smoke"". You /can/ treat the json graph as a map but you are giving yourself more work with types and cast'ing and even more when the schema changes. See ,mkyong.com/java/how-to-parse-json-with-gson, section 4, for an example."	out]			
"5xx is a server issue, if it works fine in Postman but not with [rest-assured] invocation best to check the server logs for specific errors. Also pls post the postman details to check for any differences in the way the request is constructed."	5xx			
Issue resolved after debugging in elb server.Issue was due to the host header value.	elb			
"Don't forget performance. Many focused endpoints might be easy to maintain but will result in many requests, wait time in the app and unhappy users."	endpoints			
can you post the code where you parse JsonResponse to the JSON format or send it to the client?				
Could you please update your question and post whole method? also don't add images instead post the content in text only.				
"Thanks, the solution worked. Is there any way to rename object as the name in annotation value over the class as well?"				
"To Aarti Goel Hi, I think this should be another question. BTW, please accept my post as answer if it solved your problem, thanks!"				
"To Aarti Goel Thank you! It sounds like that you don't want to rename it with class name? If yes, I think you should create a new question for this."				
"I agree with 4c74356b41's answer. Yes, in VSTS, ,$(variable), can only be applied when this variable is the one which be defined as a environment variable. You need convert or analyze your nestedStack.yml into variables. Then $() could be available."	$(variable)			
"and I have to add this variable on Azure DevOps? I was imitating a working repo from another team and I was searching the DevOps variables they created and I never saw a ""ApiGatewayInvokeUrl"" so that's why I thought they never defined it so I wouldn't need too..... unless its defined somewhere else in Azure or somewhere else in. the code?"				
"What do you mean when you say that you ""cannot access the elements""?  How are you trying to access them?"	elements			
"Did you check what ,LocalDate.getDayOfWeek(), returns?"	returns			
"So, I had a look the ,JavaDocs for ,LocalDate, and there is no such method ,LocalDate.of(LocalDate), ... and I wouldn't know why there would be as it doesn't make sense.  Why not just use ,theDate.getDayOfWeek(),?"	sense			
"You could also just use a ,DateTimeFormatter, to format the ""day of week"" value to a ,String, and uppercase it as required"	DateTimeFormatter			
"Possibly off the point, but ,theDayOfWeek == expected, is incorrect. ,How do I compare strings in Java?"				
