string1   	string2	Entity	Performance	Usability	Security	polarity
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To Brad, you are most probably right. I'm just interested in two things: why there is (for the moment) decreasing support for such a common standard and what might replace it digitally if it goes away.  "	Control	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To devdon, I see no evidence that there is decreasing support.  Care to cite some sources?  Also, MIDI is digital...  "	Open	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To devdon, I see no evidence that there is decreasing support.  Care to cite some sources?  Also, MIDI is digital...  "	Sound	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To devdon, I see no evidence that there is decreasing support.  Care to cite some sources?  Also, MIDI is digital...  "	Control	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To Brad, Microsoft took the midimapper and other higher level things out awhile back, the audio apis now are changing again and I don't know what support win8 will have. Google had midi support in their android/java api and took it out. Why? ow, I'm not panicking or anything but I wonder if they know something that we don't.. and BTW MIDI is serial and not ""digital"" as in Digital Signal Processing like a sampled audio file, that's what I meant. If we don't have the old MIDI serial access to an onboard chip synth, what will we have and how will we make samples or ??? as effective as MIDI?  "	Sound	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To Brad, Microsoft took the midimapper and other higher level things out awhile back, the audio apis now are changing again and I don't know what support win8 will have. Google had midi support in their android/java api and took it out. Why? ow, I'm not panicking or anything but I wonder if they know something that we don't.. and BTW MIDI is serial and not ""digital"" as in Digital Signal Processing like a sampled audio file, that's what I meant. If we don't have the old MIDI serial access to an onboard chip synth, what will we have and how will we make samples or ??? as effective as MIDI?  "	Control	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To Brad, Microsoft took the midimapper and other higher level things out awhile back, the audio apis now are changing again and I don't know what support win8 will have. Google had midi support in their android/java api and took it out. Why? ow, I'm not panicking or anything but I wonder if they know something that we don't.. and BTW MIDI is serial and not ""digital"" as in Digital Signal Processing like a sampled audio file, that's what I meant. If we don't have the old MIDI serial access to an onboard chip synth, what will we have and how will we make samples or ??? as effective as MIDI?  "	midimapper	0	1	0	0
Are you still looking for a solution for this?   	"To bfritz  Is there not any way to get episode details or list of episodes just by episode name? or do you need to have series title/id and season and episode number?  i would have thought something like ,omdbapi.com/?apikey=,***&s=The Contest&type=episode&y=1992  or   ,omdbapi.com/?apikey=,***&t=The Contest&type=episode&y=1992   might get a listing of episodes with that name  "	omdbapi.com/apikey=***&s=The	0	0	0	0
Are you still looking for a solution for this?   	"To bfritz  Is there not any way to get episode details or list of episodes just by episode name? or do you need to have series title/id and season and episode number?  i would have thought something like ,omdbapi.com/?apikey=,***&s=The Contest&type=episode&y=1992  or   ,omdbapi.com/?apikey=,***&t=The Contest&type=episode&y=1992   might get a listing of episodes with that name  "	Contest&type=episode&y=1992	0	0	0	0
how about twitter4j?   	"Yes, thank you this works fine ! :)  But you have to do one request before this one in order to get the tweetID..  Concerning the twitter4j version, I have the 4.0.4  "	twitter4j	0	1	0	0
