string1   	string2	Entity	Performance	Usability	Security	Others	Sentiment
Thanks for the answer. This is exactly what I was looking for. Just one more thing. I think adding the LoopController to the ThreadGroup is enough. Adding it separately to the HashTree is not necessary.   	Hi, what changes do i have to do when i want to run this as distributed testing?  	HashTree	0	1	0	0	o
	check xmlpullparse and ,developer.android.com/reference/org/xmlpull/v1   	check	0	0	0	1	o
	I would use spring dsl , it's well documented in spring, and your URL will link will be /api/v1/m?project={p_id}&sprint={s_id}&task={t_id}  	dsl	0	0	0	1	o
Why would you care about what format is used when retrieving the data? Just convert it before you ,display, the data. That's far more flexible, IMO - and means that you only need to worry about your user's locale as far as the UI.   	why don't you use java for this thing. Otherwise also, JAVA API of ES exposes date in JODA date time. Convert it in any format you want to do.  	data	0	1	0	0	o
"""because of performance"" you do realize that for many cases the advantages of the JIT compiler far outweigh any performance gains you could build into code statically.   "	I'm actually a student at Texas A&M where he is a faculty member.  I was lucky enough to have him teach some of it to us himself.	Texas	0	1	0	0	o
Thanks - See edits to original post above. I removed all references to ApiTimes and recoded apitime as follows. I am still getting null in ApiTime.   	response.body() thats all. getResults() is redundant	recoded	0	0	0	1	o
	Doesn't seem depricated: ,code.google.com/apis/maps/documentation/mapsdata , and ,code.google.com/p/gdata-java-client  	code.google.com/apis/maps/documentation/mapsdata	0	0	0	1	o
	I suspect that you are using wrong REST endpoint URI. Seems to be a missing identifier before ,token  	URI	0	0	0	1	o
	Caused by: org.eclipse.jgit.errors.TransportException: Nothing to push., Maybe you need a git.add and a git.commit first?  	git.add	0	0	0	1	o
Code that compiles and runs, along with a pom.xml and the imports would help.   	Thanks. I have added pom.xml and import. I am still working to put a code that compiles and runs. This application has multiple files so need to build a new fresh application to demonstrate this error.	compiles	0	1	0	0	o
	Is GET the HTTP method you should use on that site ? Maybe POST would work ?	HTTP	0	1	0	0	o
It a casting approach. List<T> is more generic than LinkedList<T>. WHen using this in parameters or variables, you can now assign/pass anything derived from List<T> into it. (LinkedList, but also DoubleLinkedList, ...List<T>, etc.)   	To MarvinSmit Which programming language are you using? The question is tagged Java, for which my answer is correct. Java contains no ,IList,.  	LinkedList<T>	0	1	0	0	o
Java or JavaScript? May you choose one?   	Are you sure the format is correct? It doesn't look like valid JSON.	Java	0	0	0	1	o
	"Thanks for the answer!   ""In this design, FuelFacility, Pump, and Engine are so close to OilAPI, Geyser, and Burner that I'm not sure you actually protect Controller all that much."" Yeah, that's just in this example, in practice they are a little bit more different. But nevertheless, the kind of thing I was going for was in part an anti-corruption layer:   ,markhneedham.com/blog/2009/07/07 ,  ,softwareengineering.stackexchange.com/questions/184464   "	Engine	0	0	0	0	o
show more code and exception stacktrace from logcat especially   	"Specifically, what do you mean by ""I try to set text like this but it gives an error in getCountry() (contains the name of the country);""  What error? NullPointerException? If so, is the TextView null? The countryModelsList?  "	If	0	0	0	1	o
Spring supports a basic level of aspect oriented programming (see Spring-AOP), so you could wrap an aspect that does the exception catching around your methods. Exception handling in Java is a classic use for AOP. But of course, this will not change the return type. So if your method does not declare that it returns something, your aspect will also not be able to return something suddenly. You can throw exceptions, of course.   	Yeah sure but there are multiple api endpoints that I will be exposing and I don't want a try/catch for each of the endpoint mappings.	Spring	0	1	0	0	p
When the Request is over https I set setSSLSocketFactory manually, and the URLConnection does not permit   	"Then you can use ""instanceof"" to detect when the request is over HTTPS as I showed you...  "	URLConnection	0	1	0	0	o
thanks for help. i got it working by changing Path to Field   	this way it does not worked. it shows Form-encoded method must contain at least one To Field.	Path	0	0	0	0	o
I've updated my code by using the GSON library, can you take a 2nd look at it.   	I've reupdated my question with some example code. can you take a second look.	GSON	0	0	0	1	o
Anyone else looking into this, i have also found: ,libgmail.sourceforge.net,NULL   But I haven't tested it yet.   	You might also want to check out the ,oauth2, module, for authentication with oauth. With that you can just do ,imap.authenticate(url, consumer, token), and don't need to worry about using ,xoauth,.  	this	0	1	1	0	o
API stands for ,a,pplication ,p,rogramming ,i,nterface, here is a good description: ,Wikipedia,. In general API is code that is used by other programmers to, for example, create a final product. It is kind of an utility tool. For example an API for mailing offers easy to use methods to setup and send mails, without having the full knowledge of mail protocols. So you could view the whole Java standard library as API, I would see ,library, as good synonym there.   	I would say an API consists of the whole set of classes and functions, together they form an API. But more precise the API is just the description of the input and output, it does not necessarily declare ,how, one must implement this description. This perfectly matches the concept of ,interface,s. So you could for example have someone that creates the API by just creating hundreds of ,interfaces, and their ,documentation,. Then another team could write implementations for example.  	library	0	1	0	0	o
Welcome to SO. Please read ,How to Ask, and note that we'll need more/other information in order to help. In general when asking about exceptions you should post the stacktrace and in particular if ,JsonParser.parse(json), throws a ,MalformedJsonException, then we'd have to see the json that the parser complains about.   	Please post the json that causes the exception	MalformedJsonException	0	0	0	1	o
	Seconding the suggestions from To Matthew Flaschen and To denisk - either store the db on a server you control and access it via a network connection, or encrypt the database and access an auth server to get access.  	Flaschen	0	0	0	1	o
What are you exactly asking? Did you look at what your result is that you're checking? Looks like a list of integers.   	"Thanks, To maio290. I have done the following and the error is gone.  response.then().assertThat().body(""id"", everyItem(greaterThanOrEqualTo(1))); response.then().assertThat().body(""id"", everyItem(lessThanOrEqualTo(100)));  any other short way to do this assertion?  "	you're	0	1	0	1	o
if your targeted device is s40 then it is not possible to read inbox or call log.   	yes, because in background APIBridge.jar file accesses the Internet Connection  	log	0	0	0	0	o
"Note that the ""snippet"" button is only for CSS, HTML and JavaScript that can be run in a browser. For all other languages, use the ,{}, button (or four-space indents, or a line with triple backticks and nothing else before and after) to add code samples.   "	localhost, resolves to ,172.17.0.1,, which hints for a bridged network. ,docker network connect, and ,inspect, may provide more details; the values in ,my.cnf, need to match these.  	inspect	0	0	0	1	o
