ManualLabel	Text	codes
o	"""Voting back up: Arkadiy, it may have been unhelpful for you, but the way you phrased the question made it come across as 'newbie', especially since the title is 'Memory Leak in JBoss'."""	"[""'Others'""]"
n	"""The first rule of using a commercial tool is to assume the Others is in your code; not the commercial tool."""	"[""'Others'""]"
o	"""I can only work with the information you give me."""	"[""'Others'""]"
n	"""Perhaps you should be more specific next time."""	"[""'Others'""]"
o	"""Anyway, what is the content of the objects in the SAX2EventRecorder?"""	"[""'Others'""]"
n	"""Yeah, gotta admit: even though the answer may have covered what you've done, downvoting it and then lambasting the poster leaves me thinking ""you're on your own buddy""."""	"[""'Others'""]"
o	"""@kevin: to quote the question: SAX2EventRecorder that hold 4 million objects (strings and Integers)."""	"[""'Others'""]"
o	"""That's what the contents is."""	"[""'Others'""]"
o	"""@Arkadiy, what are those Strings?"""	"[""'Others'""]"
o	"""Are they snippets of your (de)serialized xml or are they something completely different?"""	"[""'Others'""]"
o	"""Are they mostly the same bits and pieces or random?"""	"[""'Others'""]"
n	"""Way to jump on the people trying to help you, dude."""	"[""'Others'""]"
o	"""Your initial question should have stated the exact troubleshooting steps you took - if you ran jconsole, HeapDumpOnOutOfMemoryError, etc."""	"[""'Others'""]"
o	"""People posting answers shouldn't assume you took any steps you didn't mention."""	"[""'Others'""]"
o	"""@Kevin - Yes, the strings are snippets of HTML."""	"[""'Others'""]"
p	"""Thanks for pointing out the Otherss - I saw the first two, but not the last one."""	"[""'Others'""]"
p	"""It would be nice to know what ""settings and things"" in the last comment."""	"[""'Others'""]"
o	"""It certainly helps to know about 1.4."""	"[""'Usability'""]"
o	"""We do have 1.4 in our codebase - do we use it?"""	"[""'Usability'""]"
o	"""Will find out."""	"[""'Others'""]"
o	"""If you can, run the application under Java 6."""	"[""'Usability'""]"
o	"""The latest version includes URL_https://visualvm.dev.java.net/ [VisualVM] for profiling."""	"[""'Others'""]"
o	"""It should be able to show the growth of memory."""	"[""'Others'""]"
n	"""You can attach to a Java 5 VM, but it doesn't show as much."""	"[""'Others'""]"
o	"""JBoss and different versions of Hibernate."""	"[""'Others'""]"
o	"""We are using JBoss 4.2.3 which in turn comes with version 3.2.1.ga of Hibernate."""	"[""'Others'""]"
o	"""I would like to use Hibernate 3.5.1-FINAL which supports JPA 2.0."""	"[""'Usability'""]"
o	"""I've been trying to make this work by putting my own hibernate jars in my WEB- INF/lib folder and creating my own classloader for my WAR in jboss-web.xml CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	"""I've also tried: CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
n	"""But I get loads of various issues and this is the exception I'm currently stuck on: CODESNIPPET_JAVA3 ."""	"[""'Others'""]"
o	"""Since the deadline is looming I thought I'd better ask if it is even possible?"""	"[""'Others'""]"
o	""":) ."""	"[""'Others'""]"
o	"""Perhaps you're better off just upgrading to JBoss AS 5?"""	"[""'Others'""]"
o	"""Is that not an option?"""	"[""'Others'""]"
n	"""I'm afraid not Matt Ball :/."""	"[""'Others'""]"
n	"""Maybe too late, but it may help somebody that finds this thread looking for the problem described above about 'Caused by: java.lang.NoSuchMethodException: org.hibernate.validator.ClassValidator....': I'm using Jboss 4.2, Hibernate Core 3.6.5, Hibernate Validator 4.1.0, using maven, and I have the same problem."""	"[""'Others'""]"
p	"""Finally I've solved it adding also this dependency: CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
p	"""Upvoting you just in case it does help someone else, too late for me I'm afraid :)."""	"[""'Others'""]"
p	"""Thanks mate."""	"[""'Others'""]"
n	"""Did help."""	"[""'Others'""]"
o	"""I didn't test this personally, but the URL_http://Others.jboss.org/message/565026 [following-thread] mentions two approaches that you could try (yeah, I know, it's about JBoss 5 but it looks like the problem is identical)."""	"[""'Others'""]"
o	""" Option 1 Disable CODETERM1 (your second jboss-web.xml), bundle your Hibernate JARs into your app and add the following properties to your CODETERM2 (to ""avoid"" the issue you're facing): CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
n	"""One user reported this didn't work for him."""	"[""'Usability'""]"
o	""" Option 2 Disable CODETERM3 (your second jboss-web.xml), bundle your Hibernate JARs into your app and override the hibernate-validator JARs CODETERM4 """	"[""'Others'""]"
n	"""I'm not able to explain why the hibernate-validator from CODETERM5 still gets picked."""	"[""'Usability'""]"
n	"""Cheers mate, I will try that when I can stop hiding from the big scary dead line looming over me :)."""	"[""'Others'""]"
p	"""@willcodejavaforfood: Sounds like a good decision."""	"[""'Others'""]"
p	"""Thanks a lot, Option 1 worked for me!"""	"[""'Usability'""]"
p	"""(Jboss 4.2 with Hibernate 3.2.6.ga on the main app, second app is Play!Framework 1.2.5 bundled with Hibernate 3.6)."""	"[""'Others'""]"
p	"""Many thanks, Option 1 (which seems more elegant) worked for me with Hibernate 3.6.0.Final and JBoss 4.2.1.GA."""	"[""'Usability'""]"
n	"""It was a BIG pain to resolve that strange conflict !"""	"[""'Others'""]"
p	"""!."""	"[""'Others'""]"
o	"""Active MQ vs JBoss Messaging."""	"[""'Others'""]"
o	"""I am going to choose a JMS message broker for a project."""	"[""'Others'""]"
o	"""It is critical that the JMS server is stable and can handle a high load of messages."""	"[""'Performance'""]"
o	"""I have narrowed down the list to include Active MQ and JBoss Messaging."""	"[""'Others'""]"
o	"""I was wondering if any of you have any experience with any of these or even better have tried both of them in the same environment."""	"[""'Others'""]"
n	"""Any link to a research paper or similar would be nice."""	"[""'Others'""]"
n	"""I'd love to hear about this as well."""	"[""'Others'""]"
n	"""Should this be Others wiki?"""	"[""'Others'""]"
o	"""URL_http://activemq.apache.org/how-does-activemq-compare-to-jbossmq.html [ URL_http://activemq.apache.org/how-does-activemq-compare-to-jbossmq.html ] ."""	"[""'Others'""]"
o	"""I am not interested in JBoss MQ but JBoss Messaging."""	"[""'Others'""]"
n	"""And an independent report would be nice....."""	"[""'Others'""]"
o	"""Note for those who don't know: JBoss Messaging is a rewrite of JBoss MQ that advertises much improved performance."""	"[""'Performance'""]"
o	"""It's not a rewrite, really, it shares nothing in common with JBossMQ at all, other than being a JMS implementation with ""JBoss"" in the title."""	"[""'Others'""]"
n	"""JBoss Messaging is now in Others fix mode only, since JBoss / Red Hat has a new Java messaging project called HornetQ."""	"[""'Others'""]"
p	"""The web site is here URL_http://hornetq.org [ URL_http://hornetq.org ] HornetQ boasts extreme performance, a full feature set and ease of use."""	"[""'Performance'""]"
p	"""You'll find it's performance compared to ActiveMQ is _extremely_ good."""	"[""'Performance'""]"
o	"""BTW - I am the project lead for JBoss Messaging and HornetQ."""	"[""'Others'""]"
o	"""HornetQ 2.0.0.GA is out in the next week."""	"[""'Others'""]"
p	"""JBoss recently redid their entire implementation of Messaging, ala JBoss MQ has been replaced with JBoss Messaging, and now again as ""HornetQ""."""	"[""'Others'""]"
n	"""You'll just want to keep that in mind as that above comparison is _very_ dated (not to mention probably biased)."""	"[""'Usability'""]"
n	"""Feature-by-feature comparisons are all very well, but my experience of ActiveMQ (through various versions over the years) is that it is shockingly Othersgy, and noone seems inclined to fix those Otherss."""	"[""'Others'""]"
n	"""It's deeply frustrating."""	"[""'Others'""]"
n	"""Also, the Others is messy and not properly updated with new versions."""	"[""'Others'""]"
p	"""JBossMessaging is relatively feature-light, compared to ActiveMQ, but it's rock-solid, well-documented and reliable."""	"[""'Performance'""]"
p	"""It's also part of JBossAS 5, and RedHat are doing a good job of supporting it."""	"[""'Others'""]"
p	"""So far, I had a great experience with the Others wiki and Others of Jboss, and it pretty much covers everything."""	"[""'Others'""]"
n	"""Though, I found quite obvious configuration settings left out in their latest Otherss, but I guess this must have been improved since then."""	"[""'Others'""]"
n	"""For ActiveMQ, I found very little Others comparing to Jboss."""	"[""'Others'""]"
o	"""I have done certain research using MOM with Jboss and GlassFish, but one of the most important impact was the permanent storage if you are going to use any."""	"[""'Usability'""]"
n	"""I think this itself is very important, especially their compatibility, support, Otherss."""	"""'Usability'""]"
n	"""Take a look at this."""	"[""'Others'""]"
o	"""Apparently there are certain concern when it comes to persistent storage in ActiveMQ."""	"[""'Others'""]"
o	"""URL_http://www.jboss.org/file-access/default/members/jbossmessaging/freezone/d ocs/userguide-2.0.0.alpha1/html/performance.html#performance.results [ URL_http://www.jboss.org/file-access/default/members/jbossmessaging/freezone/docs /userguide-2.0.0.alpha1/html/performance.html#performance.results] ."""	"[""'Others'""]"
o	"""JBoss Messaging replaces JBoss MQ."""	"[""'Others'""]"
o	"""Here are Messaging performance data: URL_http://www.jboss.org/Others/docs/DOC-10640 [ URL_http://www.jboss.org/Others/docs/DOC-10640 ] JBoss MQ is not scalable at all: URL_http://www.jboss.org/Others/docs/DOC-12452 [ URL_http://www.jboss.org/Others/docs/DOC-12452 ] ."""	"[""'Others'""]"
n	"""JBossMQ may not scale as well as JBM, but to say ""not scalable at all"" is just plain wrong."""	"[""'Performance'""]"
p	"""We use it for fairly high volumes, and it handles this without a complaint or a problem."""	"[""'Performance'""]"
n	"""Sorry, I should have said hardly scalable.For example, MQ creates 3 threads per subscriber."""	"[""'Performance'""]"
n	"""If there is active messaging ongoing, it adds up to 10 other threads for such subscriber."""	"[""'Performance'""]"
o	"""On our MQ system we have an average of 3.5 threads per subscriber.Having 300 users served that makes 1000 threads just for MQ."""	"[""'Performance'""]"
o	"""If a message is put for all subscribes, 300 of those threads queue for CPU."""	"[""'Others'""]"
p	"""HornetQ looks good."""	"[""'Others'""]"
o	"""URL_http://www.spec.org/jms2007/results/jms2007.html [ URL_http://www.spec.org/jms2007/results/jms2007.html ] ."""	"[""'Others'""]"
o	"""Real world comparisons of Glassfish and JBoss 5?"""	"[""'Others'""]"
